Sampling Year,Management Area(s),ADFG Species Code,Common Name," Genus, species", Specimen Count,Age Bin
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,182,0-10
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,381,20-Nov
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,16,21-30
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,27,31-40
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,20,41-50
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,15,51-60
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,4,61-70
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,71-80
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,3,81-90
2014,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,>100
2014,PW,152,"rockfish, shortraker",Sebastes borealis,11,20-Nov
2014,PW,152,"rockfish, shortraker",Sebastes borealis,20,21-30
2014,PW,152,"rockfish, shortraker",Sebastes borealis,25,31-40
2014,PW,152,"rockfish, shortraker",Sebastes borealis,12,41-50
2014,PW,152,"rockfish, shortraker",Sebastes borealis,11,51-60
2014,PW,152,"rockfish, shortraker",Sebastes borealis,12,61-70
2014,PW,152,"rockfish, shortraker",Sebastes borealis,13,71-80
2014,PW,152,"rockfish, shortraker",Sebastes borealis,6,81-90
2014,PW,152,"rockfish, shortraker",Sebastes borealis,1,91-100
2014,PW,152,"rockfish, shortraker",Sebastes borealis,3,>100
2014,PW,152,"rockfish, shortraker",Sebastes borealis,375,No Age
2014,PW,153,"rockfish, redbanded",Sebastes babcocki,45,No Age
2014,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,No Age
2014,PW,166,"rockfish, sharpchin",Sebastes zacentrus,2,No Age
2014,PW,710,sablefish,Anoplopoma fimbria,662,0-10
2014,PW,710,sablefish,Anoplopoma fimbria,69,20-Nov
2014,PW,710,sablefish,Anoplopoma fimbria,21,21-30
2014,PW,710,sablefish,Anoplopoma fimbria,6,31-40
2014,PW,710,sablefish,Anoplopoma fimbria,1,41-50
2014,PW,710,sablefish,Anoplopoma fimbria,10,No Age
2014,SSEI,710,sablefish,Anoplopoma fimbria,905,0-10
2014,SSEI,710,sablefish,Anoplopoma fimbria,170,20-Nov
2014,SSEI,710,sablefish,Anoplopoma fimbria,18,21-30
2014,SSEI,710,sablefish,Anoplopoma fimbria,4,31-40
2014,SSEI,710,sablefish,Anoplopoma fimbria,1,41-50
2014,SSEI,710,sablefish,Anoplopoma fimbria,4,No Age
2015,CANADA,710,sablefish,Anoplopoma fimbria,70,0-10
2015,CANADA,710,sablefish,Anoplopoma fimbria,15,20-Nov
2015,CANADA,710,sablefish,Anoplopoma fimbria,90,No Age
2015,CSEO,130,lingcod,Ophiodon elongatus,339,0-10
2015,CSEO,130,lingcod,Ophiodon elongatus,113,20-Nov
2015,CSEO,130,lingcod,Ophiodon elongatus,4,No Age
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,42,20-Nov
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,159,21-30
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,127,31-40
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,62,41-50
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,33,51-60
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,14,61-70
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,10,81-90
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2015,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,No Age
2015,CSEO,710,sablefish,Anoplopoma fimbria,8,No Age
2015,EYKT,130,lingcod,Ophiodon elongatus,128,0-10
2015,EYKT,130,lingcod,Ophiodon elongatus,127,20-Nov
2015,EYKT,130,lingcod,Ophiodon elongatus,2,21-30
2015,EYKT,130,lingcod,Ophiodon elongatus,6,No Age
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,20,20-Nov
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,287,21-30
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,68,31-40
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,94,41-50
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,60,51-60
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,30,61-70
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,81-90
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2015,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,6,No Age
2015,IBS,130,lingcod,Ophiodon elongatus,135,0-10
2015,IBS,130,lingcod,Ophiodon elongatus,56,20-Nov
2015,IBS,130,lingcod,Ophiodon elongatus,7,No Age
2015,IBS,710,sablefish,Anoplopoma fimbria,1,No Age
2015,NG,130,lingcod,Ophiodon elongatus,3,0-10
2015,NG,130,lingcod,Ophiodon elongatus,29,20-Nov
2015,NG,130,lingcod,Ophiodon elongatus,9,21-30
2015,NG,141,"perch, Pacific ocean",Sebastes alutus,2,No Age
2015,NG,143,"rockfish, thornyhead",Sebastolobus,13,No Age
2015,NG,151,"rockfish, rougheye",Sebastes aleutianus,164,No Age
2015,NG,152,"rockfish, shortraker",Sebastes borealis,8,No Age
2015,NG,153,"rockfish, redbanded",Sebastes babcocki,1,No Age
2015,NG,158,"rockfish, redstripe",Sebastes proriger,14,No Age
2015,NG,710,sablefish,Anoplopoma fimbria,550,No Age
2015,NSEI,110,"cod, Pacific",Gadus macrocephalus,135,0-10
2015,NSEI,110,"cod, Pacific",Gadus macrocephalus,452,No Age
2015,NSEI,143,"rockfish, thornyhead",Sebastolobus,1,No Age
2015,NSEI,710,sablefish,Anoplopoma fimbria,622,0-10
2015,NSEI,710,sablefish,Anoplopoma fimbria,735,20-Nov
2015,NSEI,710,sablefish,Anoplopoma fimbria,226,21-30
2015,NSEI,710,sablefish,Anoplopoma fimbria,111,31-40
2015,NSEI,710,sablefish,Anoplopoma fimbria,20,41-50
2015,NSEI,710,sablefish,Anoplopoma fimbria,2,51-60
2015,NSEI,710,sablefish,Anoplopoma fimbria,9,No Age
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,36,20-Nov
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,136,21-30
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,61,31-40
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,41,41-50
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,20,51-60
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,61-70
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2015,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2015,PW,130,lingcod,Ophiodon elongatus,9,0-10
2015,PW,130,lingcod,Ophiodon elongatus,230,20-Nov
2015,PW,130,lingcod,Ophiodon elongatus,32,21-30
2015,PW,130,lingcod,Ophiodon elongatus,2,No Age
2015,PW,141,"perch, Pacific ocean",Sebastes alutus,49,No Age
2015,PW,143,"rockfish, thornyhead",Sebastolobus,39,No Age
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,285,0-10
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,229,20-Nov
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,16,21-30
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,30,31-40
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,10,41-50
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,7,51-60
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,5,61-70
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,>100
2015,PW,151,"rockfish, rougheye",Sebastes aleutianus,284,No Age
2015,PW,152,"rockfish, shortraker",Sebastes borealis,1,21-30
2015,PW,152,"rockfish, shortraker",Sebastes borealis,3,31-40
2015,PW,152,"rockfish, shortraker",Sebastes borealis,2,41-50
2015,PW,152,"rockfish, shortraker",Sebastes borealis,4,61-70
2015,PW,152,"rockfish, shortraker",Sebastes borealis,1,71-80
2015,PW,152,"rockfish, shortraker",Sebastes borealis,1,81-90
2015,PW,152,"rockfish, shortraker",Sebastes borealis,195,No Age
2015,PW,153,"rockfish, redbanded",Sebastes babcocki,61,No Age
2015,PW,157,"rockfish, silvergray",Sebastes brevispinis,1,No Age
2015,PW,158,"rockfish, redstripe",Sebastes proriger,2,No Age
2015,PW,166,"rockfish, sharpchin",Sebastes zacentrus,1,No Age
2015,PW,172,"rockfish, dusky",Sebastes variabilis,4,No Age
2015,PW,710,sablefish,Anoplopoma fimbria,149,0-10
2015,PW,710,sablefish,Anoplopoma fimbria,13,20-Nov
2015,PW,710,sablefish,Anoplopoma fimbria,7,21-30
2015,PW,710,sablefish,Anoplopoma fimbria,1,31-40
2015,PW,710,sablefish,Anoplopoma fimbria,25,No Age
2015,SSEI,152,"rockfish, shortraker",Sebastes borealis,1,91-100
2015,SSEI,230,"herring, Pacific",Clupea pallasi,5,No Age
2015,SSEI,710,sablefish,Anoplopoma fimbria,772,0-10
2015,SSEI,710,sablefish,Anoplopoma fimbria,142,20-Nov
2015,SSEI,710,sablefish,Anoplopoma fimbria,16,21-30
2015,SSEI,710,sablefish,Anoplopoma fimbria,4,31-40
2015,SSEI,710,sablefish,Anoplopoma fimbria,5,No Age
2015,SSEO,710,sablefish,Anoplopoma fimbria,15,No Age
2015,,710,sablefish,Anoplopoma fimbria,1,No Age
2016,AIR,710,sablefish,Anoplopoma fimbria,1,No Age
2016,CANADA,710,sablefish,Anoplopoma fimbria,43,0-10
2016,CANADA,710,sablefish,Anoplopoma fimbria,25,20-Nov
2016,CANADA,710,sablefish,Anoplopoma fimbria,1,21-30
2016,CANADA,710,sablefish,Anoplopoma fimbria,104,No Age
2016,CSEO,130,lingcod,Ophiodon elongatus,457,No Age
2016,CSEO,142,"rockfish, black",Sebastes melanops,6,0-10
2016,CSEO,142,"rockfish, black",Sebastes melanops,41,20-Nov
2016,CSEO,142,"rockfish, black",Sebastes melanops,2,21-30
2016,CSEO,142,"rockfish, black",Sebastes melanops,1,31-40
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,60,20-Nov
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,190,21-30
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,130,31-40
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,84,41-50
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,26,51-60
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,12,61-70
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,71-80
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,81-90
2016,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2016,CSEO,710,sablefish,Anoplopoma fimbria,2,No Age
2016,EYKT,130,lingcod,Ophiodon elongatus,601,No Age
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,50,20-Nov
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,282,21-30
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,80,31-40
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,72,41-50
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,60,51-60
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,26,61-70
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,9,71-80
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,>100
2016,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
2016,IBS,710,sablefish,Anoplopoma fimbria,5,No Age
2016,NG,130,lingcod,Ophiodon elongatus,3,0-10
2016,NG,130,lingcod,Ophiodon elongatus,198,20-Nov
2016,NG,130,lingcod,Ophiodon elongatus,47,21-30
2016,NG,130,lingcod,Ophiodon elongatus,9,No Age
2016,NG,143,"rockfish, thornyhead",Sebastolobus,9,No Age
2016,NG,151,"rockfish, rougheye",Sebastes aleutianus,110,No Age
2016,NG,152,"rockfish, shortraker",Sebastes borealis,33,No Age
2016,NG,153,"rockfish, redbanded",Sebastes babcocki,7,No Age
2016,NG,158,"rockfish, redstripe",Sebastes proriger,1,No Age
2016,NG,710,sablefish,Anoplopoma fimbria,600,No Age
2016,NSEI,110,"cod, Pacific",Gadus macrocephalus,325,0-10
2016,NSEI,110,"cod, Pacific",Gadus macrocephalus,78,No Age
2016,NSEI,152,"rockfish, shortraker",Sebastes borealis,1,No Age
2016,NSEI,710,sablefish,Anoplopoma fimbria,792,0-10
2016,NSEI,710,sablefish,Anoplopoma fimbria,757,20-Nov
2016,NSEI,710,sablefish,Anoplopoma fimbria,276,21-30
2016,NSEI,710,sablefish,Anoplopoma fimbria,152,31-40
2016,NSEI,710,sablefish,Anoplopoma fimbria,33,41-50
2016,NSEI,710,sablefish,Anoplopoma fimbria,7,51-60
2016,NSEI,710,sablefish,Anoplopoma fimbria,1,61-70
2016,NSEI,710,sablefish,Anoplopoma fimbria,17,No Age
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,65,20-Nov
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,272,21-30
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,135,31-40
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,100,41-50
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,28,51-60
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,61-70
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,5,71-80
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,81-90
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,6,91-100
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2016,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,6,No Age
2016,PW,130,lingcod,Ophiodon elongatus,6,0-10
2016,PW,130,lingcod,Ophiodon elongatus,147,20-Nov
2016,PW,130,lingcod,Ophiodon elongatus,29,21-30
2016,PW,130,lingcod,Ophiodon elongatus,3,No Age
2016,PW,136,"rockfish, northern",Sebastes polyspinis,3,No Age
2016,PW,143,"rockfish, thornyhead",Sebastolobus,55,No Age
2016,PW,151,"rockfish, rougheye",Sebastes aleutianus,1,20-Nov
2016,PW,151,"rockfish, rougheye",Sebastes aleutianus,190,No Age
2016,PW,152,"rockfish, shortraker",Sebastes borealis,372,No Age
2016,PW,153,"rockfish, redbanded",Sebastes babcocki,20,No Age
2016,PW,158,"rockfish, redstripe",Sebastes proriger,13,No Age
2016,PW,710,sablefish,Anoplopoma fimbria,635,0-10
2016,PW,710,sablefish,Anoplopoma fimbria,38,20-Nov
2016,PW,710,sablefish,Anoplopoma fimbria,8,21-30
2016,PW,710,sablefish,Anoplopoma fimbria,3,31-40
2016,PW,710,sablefish,Anoplopoma fimbria,2,No Age
2016,SAP,710,sablefish,Anoplopoma fimbria,1,No Age
2016,SSEI,710,sablefish,Anoplopoma fimbria,1168,0-10
2016,SSEI,710,sablefish,Anoplopoma fimbria,125,20-Nov
2016,SSEI,710,sablefish,Anoplopoma fimbria,17,21-30
2016,SSEI,710,sablefish,Anoplopoma fimbria,7,31-40
2016,SSEI,710,sablefish,Anoplopoma fimbria,27,No Age
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,49,20-Nov
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,51,21-30
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,33,31-40
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,10,41-50
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,51-60
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,61-70
2016,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,No Age
2016,SSEO,710,sablefish,Anoplopoma fimbria,2,No Age
2016,,130,lingcod,Ophiodon elongatus,22,No Age
2016,,142,"rockfish, black",Sebastes melanops,16,0-10
2016,,142,"rockfish, black",Sebastes melanops,73,20-Nov
2016,,142,"rockfish, black",Sebastes melanops,9,21-30
2016,,142,"rockfish, black",Sebastes melanops,1,31-40
2016,,142,"rockfish, black",Sebastes melanops,1,No Age
2017,CANADA,710,sablefish,Anoplopoma fimbria,5,0-10
2017,CANADA,710,sablefish,Anoplopoma fimbria,5,20-Nov
2017,CANADA,710,sablefish,Anoplopoma fimbria,81,No Age
2017,CSEO,130,lingcod,Ophiodon elongatus,560,No Age
2017,CSEO,142,"rockfish, black",Sebastes melanops,68,0-10
2017,CSEO,142,"rockfish, black",Sebastes melanops,317,20-Nov
2017,CSEO,142,"rockfish, black",Sebastes melanops,41,21-30
2017,CSEO,142,"rockfish, black",Sebastes melanops,3,31-40
2017,CSEO,142,"rockfish, black",Sebastes melanops,1,51-60
2017,CSEO,142,"rockfish, black",Sebastes melanops,20,No Age
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,26,20-Nov
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,170,21-30
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,187,31-40
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,97,41-50
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,38,51-60
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,24,61-70
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,5,91-100
2017,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,>100
2017,CSEO,710,sablefish,Anoplopoma fimbria,2,No Age
2017,EG,145,"rockfish, yelloweye",Sebastes ruberrimus,5,20-Nov
2017,EG,145,"rockfish, yelloweye",Sebastes ruberrimus,7,21-30
2017,EG,145,"rockfish, yelloweye",Sebastes ruberrimus,4,31-40
2017,EG,145,"rockfish, yelloweye",Sebastes ruberrimus,3,41-50
2017,EG,145,"rockfish, yelloweye",Sebastes ruberrimus,1,51-60
2017,EYKT,130,lingcod,Ophiodon elongatus,522,No Age
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,37,20-Nov
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,203,21-30
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,161,31-40
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,56,41-50
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,61,51-60
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,23,61-70
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,2,81-90
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,2,91-100
2017,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2017,KOD,710,sablefish,Anoplopoma fimbria,1,No Age
2017,NG,130,lingcod,Ophiodon elongatus,2,20-Nov
2017,NG,130,lingcod,Ophiodon elongatus,541,No Age
2017,NG,141,"perch, Pacific ocean",Sebastes alutus,2,No Age
2017,NG,143,"rockfish, thornyhead",Sebastolobus,1,20-Nov
2017,NG,151,"rockfish, rougheye",Sebastes aleutianus,7,20-Nov
2017,NG,151,"rockfish, rougheye",Sebastes aleutianus,127,No Age
2017,NG,152,"rockfish, shortraker",Sebastes borealis,1,41-50
2017,NG,152,"rockfish, shortraker",Sebastes borealis,5,No Age
2017,NG,153,"rockfish, redbanded",Sebastes babcocki,1,21-30
2017,NG,153,"rockfish, redbanded",Sebastes babcocki,1,No Age
2017,NG,710,sablefish,Anoplopoma fimbria,310,0-10
2017,NG,710,sablefish,Anoplopoma fimbria,9,20-Nov
2017,NG,710,sablefish,Anoplopoma fimbria,2,21-30
2017,NG,710,sablefish,Anoplopoma fimbria,1,31-40
2017,NG,710,sablefish,Anoplopoma fimbria,229,No Age
2017,NSEI,110,"cod, Pacific",Gadus macrocephalus,343,0-10
2017,NSEI,110,"cod, Pacific",Gadus macrocephalus,3,No Age
2017,NSEI,710,sablefish,Anoplopoma fimbria,788,0-10
2017,NSEI,710,sablefish,Anoplopoma fimbria,762,20-Nov
2017,NSEI,710,sablefish,Anoplopoma fimbria,303,21-30
2017,NSEI,710,sablefish,Anoplopoma fimbria,156,31-40
2017,NSEI,710,sablefish,Anoplopoma fimbria,32,41-50
2017,NSEI,710,sablefish,Anoplopoma fimbria,4,51-60
2017,NSEI,710,sablefish,Anoplopoma fimbria,18,No Age
2017,NSEO,130,lingcod,Ophiodon elongatus,170,No Age
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,56,20-Nov
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,118,21-30
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,121,31-40
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,74,41-50
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,27,51-60
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,61-70
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,81-90
2017,NSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2017,NSEO,710,sablefish,Anoplopoma fimbria,1,No Age
2017,PW,130,lingcod,Ophiodon elongatus,131,No Age
2017,PW,136,"rockfish, northern",Sebastes polyspinis,1,No Age
2017,PW,143,"rockfish, thornyhead",Sebastolobus,37,No Age
2017,PW,151,"rockfish, rougheye",Sebastes aleutianus,226,No Age
2017,PW,152,"rockfish, shortraker",Sebastes borealis,139,No Age
2017,PW,153,"rockfish, redbanded",Sebastes babcocki,41,No Age
2017,PW,166,"rockfish, sharpchin",Sebastes zacentrus,1,No Age
2017,PW,710,sablefish,Anoplopoma fimbria,696,No Age
2017,SSEI,710,sablefish,Anoplopoma fimbria,1382,0-10
2017,SSEI,710,sablefish,Anoplopoma fimbria,110,20-Nov
2017,SSEI,710,sablefish,Anoplopoma fimbria,15,21-30
2017,SSEI,710,sablefish,Anoplopoma fimbria,2,31-40
2017,SSEI,710,sablefish,Anoplopoma fimbria,1,41-50
2017,SSEI,710,sablefish,Anoplopoma fimbria,73,No Age
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,20-Nov
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,6,21-30
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,9,31-40
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,4,41-50
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,8,51-60
2017,SSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,2,61-70
2017,SSEO,710,sablefish,Anoplopoma fimbria,1,No Age
2017,,130,lingcod,Ophiodon elongatus,91,0-10
2017,,130,lingcod,Ophiodon elongatus,29,20-Nov
2017,,130,lingcod,Ophiodon elongatus,1,No Age
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,9,0-10
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,18,20-Nov
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,24,21-30
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,17,31-40
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,8,41-50
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,9,51-60
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,7,61-70
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,4,71-80
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,2,81-90
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,5,91-100
2017,,145,"rockfish, yelloweye",Sebastes ruberrimus,8,No Age
2017,,152,"rockfish, shortraker",Sebastes borealis,1,>100
2017,,710,sablefish,Anoplopoma fimbria,1,0-10
2017,,710,sablefish,Anoplopoma fimbria,1,20-Nov
2017,,710,sablefish,Anoplopoma fimbria,2,No Age
2018,BSAI,710,sablefish,Anoplopoma fimbria,1,No Age
2018,CANADA,710,sablefish,Anoplopoma fimbria,9,0-10
2018,CANADA,710,sablefish,Anoplopoma fimbria,8,20-Nov
2018,CANADA,710,sablefish,Anoplopoma fimbria,1,21-30
2018,CANADA,710,sablefish,Anoplopoma fimbria,2,31-40
2018,CSEO,130,lingcod,Ophiodon elongatus,563,No Age
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,30,20-Nov
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,235,21-30
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,307,31-40
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,116,41-50
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,23,51-60
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,15,61-70
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,5,71-80
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,81-90
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,91-100
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,1,>100
2018,CSEO,145,"rockfish, yelloweye",Sebastes ruberrimus,3,No Age
2018,CSEO,710,sablefish,Anoplopoma fimbria,3,No Age
2018,EYKT,130,lingcod,Ophiodon elongatus,563,No Age
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,31,20-Nov
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,138,21-30
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,217,31-40
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,49,41-50
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,56,51-60
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,40,61-70
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,71-80
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,5,81-90
2018,EYKT,145,"rockfish, yelloweye",Sebastes ruberrimus,8,91-100
